Entity ID,Friendly Name,State,Unit,Device Class,State Class,Icon,Last Updated,Last Changed,Domain,Integration,Restored,Supported Features
sensor.file_editor_version,File editor Version,5.8.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.482593+00:00,2025-10-02T15:07:07.482593+00:00,sensor,N/A,False,N/A
sensor.file_editor_newest_version,File editor Newest version,5.8.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.483341+00:00,2025-10-02T15:07:07.483341+00:00,sensor,N/A,False,N/A
sensor.file_editor_cpu_percent,File editor CPU percent,0.01,%,N/A,measurement,N/A,2025-10-02T15:33:27.732728+00:00,2025-10-02T15:33:27.732728+00:00,sensor,N/A,False,N/A
sensor.file_editor_memory_percent,File editor Memory percent,0.35,%,N/A,measurement,N/A,2025-10-02T15:07:34.260638+00:00,2025-10-02T15:07:34.260638+00:00,sensor,N/A,False,N/A
sensor.advanced_ssh_web_terminal_version,Advanced SSH & Web Terminal Version,21.0.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.485145+00:00,2025-10-02T15:07:07.485145+00:00,sensor,N/A,False,N/A
sensor.advanced_ssh_web_terminal_newest_version,Advanced SSH & Web Terminal Newest version,21.0.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.485759+00:00,2025-10-02T15:07:07.485759+00:00,sensor,N/A,False,N/A
sensor.advanced_ssh_web_terminal_cpu_percent,Advanced SSH & Web Terminal CPU percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.486292+00:00,2025-10-02T15:07:07.486292+00:00,sensor,N/A,False,N/A
sensor.advanced_ssh_web_terminal_memory_percent,Advanced SSH & Web Terminal Memory percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.486790+00:00,2025-10-02T15:07:07.486790+00:00,sensor,N/A,False,N/A
sensor.studio_code_server_version,Studio Code Server Version,5.19.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.487303+00:00,2025-10-02T15:07:07.487303+00:00,sensor,N/A,False,N/A
sensor.studio_code_server_newest_version,Studio Code Server Newest version,5.19.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.488343+00:00,2025-10-02T15:07:07.488343+00:00,sensor,N/A,False,N/A
sensor.studio_code_server_cpu_percent,Studio Code Server CPU percent,5.22,%,N/A,measurement,N/A,2025-10-02T15:38:38.906242+00:00,2025-10-02T15:38:38.906242+00:00,sensor,N/A,False,N/A
sensor.studio_code_server_memory_percent,Studio Code Server Memory percent,8.82,%,N/A,measurement,N/A,2025-10-02T15:33:27.733932+00:00,2025-10-02T15:33:27.733932+00:00,sensor,N/A,False,N/A
sensor.terminal_ssh_version,Terminal & SSH Version,9.20.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.489937+00:00,2025-10-02T15:07:07.489937+00:00,sensor,N/A,False,N/A
sensor.terminal_ssh_newest_version,Terminal & SSH Newest version,9.20.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.490401+00:00,2025-10-02T15:07:07.490401+00:00,sensor,N/A,False,N/A
sensor.terminal_ssh_cpu_percent,Terminal & SSH CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:07:34.262772+00:00,2025-10-02T15:07:34.262772+00:00,sensor,N/A,False,N/A
sensor.terminal_ssh_memory_percent,Terminal & SSH Memory percent,0.04,%,N/A,measurement,N/A,2025-10-02T15:07:34.263074+00:00,2025-10-02T15:07:34.263074+00:00,sensor,N/A,False,N/A
sensor.influxdb_version,InfluxDB Version,5.0.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.492777+00:00,2025-10-02T15:07:07.492777+00:00,sensor,N/A,False,N/A
sensor.influxdb_newest_version,InfluxDB Newest version,5.0.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.499726+00:00,2025-10-02T15:07:07.499726+00:00,sensor,N/A,False,N/A
sensor.influxdb_cpu_percent,InfluxDB CPU percent,0.64,%,N/A,measurement,N/A,2025-10-02T15:38:38.907539+00:00,2025-10-02T15:38:38.907539+00:00,sensor,N/A,False,N/A
sensor.influxdb_memory_percent,InfluxDB Memory percent,2.0,%,N/A,measurement,N/A,2025-10-02T15:07:34.263927+00:00,2025-10-02T15:07:34.263927+00:00,sensor,N/A,False,N/A
sensor.grafana_version,Grafana Version,11.0.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.501416+00:00,2025-10-02T15:07:07.501416+00:00,sensor,N/A,False,N/A
sensor.grafana_newest_version,Grafana Newest version,11.0.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.501971+00:00,2025-10-02T15:07:07.501971+00:00,sensor,N/A,False,N/A
sensor.grafana_cpu_percent,Grafana CPU percent,0.86,%,N/A,measurement,N/A,2025-10-02T15:38:38.910040+00:00,2025-10-02T15:38:38.910040+00:00,sensor,N/A,False,N/A
sensor.grafana_memory_percent,Grafana Memory percent,2.48,%,N/A,measurement,N/A,2025-10-02T15:38:38.910388+00:00,2025-10-02T15:38:38.910388+00:00,sensor,N/A,False,N/A
sensor.node_red_version,Node-RED Version,20.0.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.503369+00:00,2025-10-02T15:07:07.503369+00:00,sensor,N/A,False,N/A
sensor.node_red_newest_version,Node-RED Newest version,20.0.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.503892+00:00,2025-10-02T15:07:07.503892+00:00,sensor,N/A,False,N/A
sensor.node_red_cpu_percent,Node-RED CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:38:38.913672+00:00,2025-10-02T15:38:38.913672+00:00,sensor,N/A,False,N/A
sensor.node_red_memory_percent,Node-RED Memory percent,2.23,%,N/A,measurement,N/A,2025-10-02T15:38:38.914194+00:00,2025-10-02T15:38:38.914194+00:00,sensor,N/A,False,N/A
sensor.get_hacs_version,Get HACS Version,1.3.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.507172+00:00,2025-10-02T15:07:07.507172+00:00,sensor,N/A,False,N/A
sensor.get_hacs_newest_version,Get HACS Newest version,1.3.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.507685+00:00,2025-10-02T15:07:07.507685+00:00,sensor,N/A,False,N/A
sensor.get_hacs_cpu_percent,Get HACS CPU percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.508219+00:00,2025-10-02T15:07:07.508219+00:00,sensor,N/A,False,N/A
sensor.get_hacs_memory_percent,Get HACS Memory percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.508724+00:00,2025-10-02T15:07:07.508724+00:00,sensor,N/A,False,N/A
sensor.duck_dns_version,Duck DNS Version,1.26.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.509204+00:00,2025-10-02T15:07:07.509204+00:00,sensor,N/A,False,N/A
sensor.duck_dns_newest_version,Duck DNS Newest version,1.26.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.509776+00:00,2025-10-02T15:07:07.509776+00:00,sensor,N/A,False,N/A
sensor.duck_dns_cpu_percent,Duck DNS CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:07:34.268371+00:00,2025-10-02T15:07:34.268371+00:00,sensor,N/A,False,N/A
sensor.duck_dns_memory_percent,Duck DNS Memory percent,0.09,%,N/A,measurement,N/A,2025-10-02T15:07:34.268692+00:00,2025-10-02T15:07:34.268692+00:00,sensor,N/A,False,N/A
sensor.vlc_version,VLC Version,0.3.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.511689+00:00,2025-10-02T15:07:07.511689+00:00,sensor,N/A,False,N/A
sensor.vlc_newest_version,VLC Newest version,0.3.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.512224+00:00,2025-10-02T15:07:07.512224+00:00,sensor,N/A,False,N/A
sensor.vlc_cpu_percent,VLC CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:07:34.269153+00:00,2025-10-02T15:07:34.269153+00:00,sensor,N/A,False,N/A
sensor.vlc_memory_percent,VLC Memory percent,0.17,%,N/A,measurement,N/A,2025-10-02T15:07:34.269420+00:00,2025-10-02T15:07:34.269420+00:00,sensor,N/A,False,N/A
sensor.adguard_home_version,AdGuard Home Version,5.3.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.513733+00:00,2025-10-02T15:07:07.513733+00:00,sensor,N/A,False,N/A
sensor.adguard_home_newest_version,AdGuard Home Newest version,5.3.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.514255+00:00,2025-10-02T15:07:07.514255+00:00,sensor,N/A,False,N/A
sensor.adguard_home_cpu_percent,AdGuard Home CPU percent,0.02,%,N/A,measurement,N/A,2025-10-02T15:38:38.916545+00:00,2025-10-02T15:38:38.916545+00:00,sensor,N/A,False,N/A
sensor.adguard_home_memory_percent,AdGuard Home Memory percent,0.63,%,N/A,measurement,N/A,2025-10-02T15:07:34.270156+00:00,2025-10-02T15:07:34.270156+00:00,sensor,N/A,False,N/A
sensor.glances_version,Glances Version,0.21.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.515711+00:00,2025-10-02T15:07:07.515711+00:00,sensor,N/A,False,N/A
sensor.glances_newest_version,Glances Newest version,0.21.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.516207+00:00,2025-10-02T15:07:07.516207+00:00,sensor,N/A,False,N/A
sensor.glances_cpu_percent,Glances CPU percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.516996+00:00,2025-10-02T15:07:07.516996+00:00,sensor,N/A,False,N/A
sensor.glances_memory_percent,Glances Memory percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.517593+00:00,2025-10-02T15:07:07.517593+00:00,sensor,N/A,False,N/A
sensor.vaultwarden_bitwarden_version,Vaultwarden (Bitwarden) Version,0.24.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.518118+00:00,2025-10-02T15:07:07.518118+00:00,sensor,N/A,False,N/A
sensor.vaultwarden_bitwarden_newest_version,Vaultwarden (Bitwarden) Newest version,0.24.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.518635+00:00,2025-10-02T15:07:07.518635+00:00,sensor,N/A,False,N/A
sensor.vaultwarden_bitwarden_cpu_percent,Vaultwarden (Bitwarden) CPU percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.519093+00:00,2025-10-02T15:07:07.519093+00:00,sensor,N/A,False,N/A
sensor.vaultwarden_bitwarden_memory_percent,Vaultwarden (Bitwarden) Memory percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.519544+00:00,2025-10-02T15:07:07.519544+00:00,sensor,N/A,False,N/A
sensor.mosquitto_broker_version,Mosquitto broker Version,6.5.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.520476+00:00,2025-10-02T15:07:07.520476+00:00,sensor,N/A,False,N/A
sensor.mosquitto_broker_newest_version,Mosquitto broker Newest version,6.5.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.521126+00:00,2025-10-02T15:07:07.521126+00:00,sensor,N/A,False,N/A
sensor.mosquitto_broker_cpu_percent,Mosquitto broker CPU percent,0.05,%,N/A,measurement,N/A,2025-10-02T15:38:38.920054+00:00,2025-10-02T15:38:38.920054+00:00,sensor,N/A,False,N/A
sensor.mosquitto_broker_memory_percent,Mosquitto broker Memory percent,0.23,%,N/A,measurement,N/A,2025-10-02T15:07:34.271553+00:00,2025-10-02T15:07:34.271553+00:00,sensor,N/A,False,N/A
sensor.rpc_shutdown_version,RPC Shutdown Version,2.5,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.522563+00:00,2025-10-02T15:07:07.522563+00:00,sensor,N/A,False,N/A
sensor.rpc_shutdown_newest_version,RPC Shutdown Newest version,2.5,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.527864+00:00,2025-10-02T15:07:07.527864+00:00,sensor,N/A,False,N/A
sensor.rpc_shutdown_cpu_percent,RPC Shutdown CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:07:34.272095+00:00,2025-10-02T15:07:34.272095+00:00,sensor,N/A,False,N/A
sensor.rpc_shutdown_memory_percent,RPC Shutdown Memory percent,0.04,%,N/A,measurement,N/A,2025-10-02T15:07:34.272339+00:00,2025-10-02T15:07:34.272339+00:00,sensor,N/A,False,N/A
sensor.samba_share_version,Samba share Version,12.5.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.529675+00:00,2025-10-02T15:07:07.529675+00:00,sensor,N/A,False,N/A
sensor.samba_share_newest_version,Samba share Newest version,12.5.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.530370+00:00,2025-10-02T15:07:07.530370+00:00,sensor,N/A,False,N/A
sensor.samba_share_cpu_percent,Samba share CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:33:27.739363+00:00,2025-10-02T15:33:27.739363+00:00,sensor,N/A,False,N/A
sensor.samba_share_memory_percent,Samba share Memory percent,0.3,%,N/A,measurement,N/A,2025-10-02T15:17:55.717070+00:00,2025-10-02T15:17:55.717070+00:00,sensor,N/A,False,N/A
sensor.appdaemon_version,AppDaemon Version,0.17.9,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.531985+00:00,2025-10-02T15:07:07.531985+00:00,sensor,N/A,False,N/A
sensor.appdaemon_newest_version,AppDaemon Newest version,0.17.9,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.532458+00:00,2025-10-02T15:07:07.532458+00:00,sensor,N/A,False,N/A
sensor.appdaemon_cpu_percent,AppDaemon CPU percent,3.13,%,N/A,measurement,N/A,2025-10-02T15:38:38.924321+00:00,2025-10-02T15:38:38.924321+00:00,sensor,N/A,False,N/A
sensor.appdaemon_memory_percent,AppDaemon Memory percent,0.99,%,N/A,measurement,N/A,2025-10-02T15:38:38.928091+00:00,2025-10-02T15:38:38.928091+00:00,sensor,N/A,False,N/A
sensor.bookstack_version,Bookstack Version,3.2.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.533829+00:00,2025-10-02T15:07:07.533829+00:00,sensor,N/A,False,N/A
sensor.bookstack_newest_version,Bookstack Newest version,3.2.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.534281+00:00,2025-10-02T15:07:07.534281+00:00,sensor,N/A,False,N/A
sensor.bookstack_cpu_percent,Bookstack CPU percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.534906+00:00,2025-10-02T15:07:07.534906+00:00,sensor,N/A,False,N/A
sensor.bookstack_memory_percent,Bookstack Memory percent,unavailable,%,N/A,measurement,N/A,2025-10-02T15:07:07.535582+00:00,2025-10-02T15:07:07.535582+00:00,sensor,N/A,False,N/A
sensor.motioneye_version,motionEye Version,0.22.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.536116+00:00,2025-10-02T15:07:07.536116+00:00,sensor,N/A,False,N/A
sensor.motioneye_newest_version,motionEye Newest version,0.22.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.536604+00:00,2025-10-02T15:07:07.536604+00:00,sensor,N/A,False,N/A
sensor.motioneye_cpu_percent,motionEye CPU percent,0.02,%,N/A,measurement,N/A,2025-10-02T15:33:27.740712+00:00,2025-10-02T15:33:27.740712+00:00,sensor,N/A,False,N/A
sensor.motioneye_memory_percent,motionEye Memory percent,0.51,%,N/A,measurement,N/A,2025-10-02T15:07:34.282984+00:00,2025-10-02T15:07:34.282984+00:00,sensor,N/A,False,N/A
sensor.sabnzbd_version,SABnzbd Version,0.5.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.538105+00:00,2025-10-02T15:07:07.538105+00:00,sensor,N/A,False,N/A
sensor.sabnzbd_newest_version,SABnzbd Newest version,0.5.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.538782+00:00,2025-10-02T15:07:07.538782+00:00,sensor,N/A,False,N/A
sensor.sabnzbd_cpu_percent,SABnzbd CPU percent,0.07,%,N/A,measurement,N/A,2025-10-02T15:38:38.930069+00:00,2025-10-02T15:38:38.930069+00:00,sensor,N/A,False,N/A
sensor.sabnzbd_memory_percent,SABnzbd Memory percent,0.73,%,N/A,measurement,N/A,2025-10-02T15:07:34.283665+00:00,2025-10-02T15:07:34.283665+00:00,sensor,N/A,False,N/A
sensor.tor_version,Tor Version,6.1.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.541946+00:00,2025-10-02T15:07:07.541946+00:00,sensor,N/A,False,N/A
sensor.tor_newest_version,Tor Newest version,6.1.3,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.542568+00:00,2025-10-02T15:07:07.542568+00:00,sensor,N/A,False,N/A
sensor.tor_cpu_percent,Tor CPU percent,1.38,%,N/A,measurement,N/A,2025-10-02T15:38:38.933315+00:00,2025-10-02T15:38:38.933315+00:00,sensor,N/A,False,N/A
sensor.tor_memory_percent,Tor Memory percent,0.64,%,N/A,measurement,N/A,2025-10-02T15:38:38.933794+00:00,2025-10-02T15:38:38.933794+00:00,sensor,N/A,False,N/A
sensor.spotify_connect_version,Spotify Connect Version,0.16.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.543984+00:00,2025-10-02T15:07:07.543984+00:00,sensor,N/A,False,N/A
sensor.spotify_connect_newest_version,Spotify Connect Newest version,0.16.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.544479+00:00,2025-10-02T15:07:07.544479+00:00,sensor,N/A,False,N/A
sensor.spotify_connect_cpu_percent,Spotify Connect CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:38:38.934192+00:00,2025-10-02T15:38:38.934192+00:00,sensor,N/A,False,N/A
sensor.spotify_connect_memory_percent,Spotify Connect Memory percent,0.07,%,N/A,measurement,N/A,2025-10-02T15:07:34.285224+00:00,2025-10-02T15:07:34.285224+00:00,sensor,N/A,False,N/A
sensor.tailscale_version,Tailscale Version,0.26.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.545848+00:00,2025-10-02T15:07:07.545848+00:00,sensor,N/A,False,N/A
sensor.tailscale_newest_version,Tailscale Newest version,0.26.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.546289+00:00,2025-10-02T15:07:07.546289+00:00,sensor,N/A,False,N/A
sensor.tailscale_cpu_percent,Tailscale CPU percent,6.86,%,N/A,measurement,N/A,2025-10-02T15:38:38.935858+00:00,2025-10-02T15:38:38.935858+00:00,sensor,N/A,False,N/A
sensor.tailscale_memory_percent,Tailscale Memory percent,0.34,%,N/A,measurement,N/A,2025-10-02T15:38:38.936280+00:00,2025-10-02T15:38:38.936280+00:00,sensor,N/A,False,N/A
sensor.uptime_kuma_version,Uptime Kuma Version,0.14.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.548595+00:00,2025-10-02T15:07:07.548595+00:00,sensor,N/A,False,N/A
sensor.uptime_kuma_newest_version,Uptime Kuma Newest version,0.14.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.549102+00:00,2025-10-02T15:07:07.549102+00:00,sensor,N/A,False,N/A
sensor.uptime_kuma_cpu_percent,Uptime Kuma CPU percent,0.69,%,N/A,measurement,N/A,2025-10-02T15:38:38.938163+00:00,2025-10-02T15:38:38.938163+00:00,sensor,N/A,False,N/A
sensor.uptime_kuma_memory_percent,Uptime Kuma Memory percent,1.17,%,N/A,measurement,N/A,2025-10-02T15:33:27.743317+00:00,2025-10-02T15:33:27.743317+00:00,sensor,N/A,False,N/A
sensor.matter_server_version,Matter Server Version,8.1.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.550609+00:00,2025-10-02T15:07:07.550609+00:00,sensor,N/A,False,N/A
sensor.matter_server_newest_version,Matter Server Newest version,8.1.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.551092+00:00,2025-10-02T15:07:07.551092+00:00,sensor,N/A,False,N/A
sensor.matter_server_cpu_percent,Matter Server CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:33:27.743732+00:00,2025-10-02T15:33:27.743732+00:00,sensor,N/A,False,N/A
sensor.matter_server_memory_percent,Matter Server Memory percent,0.71,%,N/A,measurement,N/A,2025-10-02T15:07:34.295232+00:00,2025-10-02T15:07:34.295232+00:00,sensor,N/A,False,N/A
sensor.log_viewer_version,Log Viewer Version,0.17.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.553812+00:00,2025-10-02T15:07:07.553812+00:00,sensor,N/A,False,N/A
sensor.log_viewer_newest_version,Log Viewer Newest version,0.17.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.554249+00:00,2025-10-02T15:07:07.554249+00:00,sensor,N/A,False,N/A
sensor.log_viewer_cpu_percent,Log Viewer CPU percent,0.0,%,N/A,measurement,N/A,2025-10-02T15:23:06.686825+00:00,2025-10-02T15:23:06.686825+00:00,sensor,N/A,False,N/A
sensor.log_viewer_memory_percent,Log Viewer Memory percent,0.34,%,N/A,measurement,N/A,2025-10-02T15:07:34.295945+00:00,2025-10-02T15:07:34.295945+00:00,sensor,N/A,False,N/A
sensor.zerotier_one_version,ZeroTier One Version,0.23.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.555629+00:00,2025-10-02T15:07:07.555629+00:00,sensor,N/A,False,N/A
sensor.zerotier_one_newest_version,ZeroTier One Newest version,0.23.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.556096+00:00,2025-10-02T15:07:07.556096+00:00,sensor,N/A,False,N/A
sensor.zerotier_one_cpu_percent,ZeroTier One CPU percent,0.07,%,N/A,measurement,N/A,2025-10-02T15:38:38.942386+00:00,2025-10-02T15:38:38.942386+00:00,sensor,N/A,False,N/A
sensor.zerotier_one_memory_percent,ZeroTier One Memory percent,0.06,%,N/A,measurement,N/A,2025-10-02T15:07:34.296626+00:00,2025-10-02T15:07:34.296626+00:00,sensor,N/A,False,N/A
sensor.ewelink_smart_home_version,eWeLink Smart Home Version,1.4.5,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.557648+00:00,2025-10-02T15:07:07.557648+00:00,sensor,N/A,False,N/A
sensor.ewelink_smart_home_newest_version,eWeLink Smart Home Newest version,1.4.5,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.558113+00:00,2025-10-02T15:07:07.558113+00:00,sensor,N/A,False,N/A
sensor.ewelink_smart_home_cpu_percent,eWeLink Smart Home CPU percent,0.22,%,N/A,measurement,N/A,2025-10-02T15:38:38.944257+00:00,2025-10-02T15:38:38.944257+00:00,sensor,N/A,False,N/A
sensor.ewelink_smart_home_memory_percent,eWeLink Smart Home Memory percent,1.29,%,N/A,measurement,N/A,2025-10-02T15:38:38.944889+00:00,2025-10-02T15:38:38.944889+00:00,sensor,N/A,False,N/A
sensor.home_assistant_google_drive_backup_version,Home Assistant Google Drive Backup Version,0.112.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.559570+00:00,2025-10-02T15:07:07.559570+00:00,sensor,N/A,False,N/A
sensor.home_assistant_google_drive_backup_newest_version,Home Assistant Google Drive Backup Newest version,0.112.1,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.560029+00:00,2025-10-02T15:07:07.560029+00:00,sensor,N/A,False,N/A
sensor.home_assistant_google_drive_backup_cpu_percent,Home Assistant Google Drive Backup CPU percent,0.36,%,N/A,measurement,N/A,2025-10-02T15:38:38.945348+00:00,2025-10-02T15:38:38.945348+00:00,sensor,N/A,False,N/A
sensor.home_assistant_google_drive_backup_memory_percent,Home Assistant Google Drive Backup Memory percent,0.43,%,N/A,measurement,N/A,2025-10-02T15:07:34.297971+00:00,2025-10-02T15:07:34.297971+00:00,sensor,N/A,False,N/A
sensor.home_assistant_core_cpu_percent,Home Assistant Core CPU percent,9.88,%,N/A,measurement,N/A,2025-10-02T15:38:38.949305+00:00,2025-10-02T15:38:38.949305+00:00,sensor,N/A,False,N/A
sensor.home_assistant_core_memory_percent,Home Assistant Core Memory percent,9.88,%,N/A,measurement,N/A,2025-10-02T15:38:38.950650+00:00,2025-10-02T15:38:38.950650+00:00,sensor,N/A,False,N/A
sensor.home_assistant_supervisor_cpu_percent,Home Assistant Supervisor CPU percent,2.94,%,N/A,measurement,N/A,2025-10-02T15:38:38.951149+00:00,2025-10-02T15:38:38.951149+00:00,sensor,N/A,False,N/A
sensor.home_assistant_supervisor_memory_percent,Home Assistant Supervisor Memory percent,2.72,%,N/A,measurement,N/A,2025-10-02T15:38:38.951440+00:00,2025-10-02T15:38:38.951440+00:00,sensor,N/A,False,N/A
sensor.home_assistant_host_os_agent_version,Home Assistant Host OS Agent version,1.7.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.563477+00:00,2025-10-02T15:07:07.563477+00:00,sensor,N/A,False,N/A
sensor.home_assistant_host_apparmor_version,Home Assistant Host AppArmor version,3.1.7,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.569287+00:00,2025-10-02T15:07:07.569287+00:00,sensor,N/A,False,N/A
sensor.home_assistant_host_disk_total,Home Assistant Host Disk total,109.3,GB,data_size,N/A,N/A,2025-10-02T15:07:07.570101+00:00,2025-10-02T15:07:07.570101+00:00,sensor,N/A,False,N/A
sensor.home_assistant_host_disk_used,Home Assistant Host Disk used,19.1,GB,data_size,N/A,N/A,2025-10-02T15:38:38.954283+00:00,2025-10-02T15:38:38.954283+00:00,sensor,N/A,False,N/A
sensor.home_assistant_host_disk_free,Home Assistant Host Disk free,85.8,GB,data_size,N/A,N/A,2025-10-02T15:07:07.571363+00:00,2025-10-02T15:07:07.571363+00:00,sensor,N/A,False,N/A
sensor.home_assistant_operating_system_version,Home Assistant Operating System Version,16.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.571980+00:00,2025-10-02T15:07:07.571980+00:00,sensor,N/A,False,N/A
sensor.home_assistant_operating_system_newest_version,Home Assistant Operating System Newest version,16.2,N/A,N/A,N/A,N/A,2025-10-02T15:07:07.572493+00:00,2025-10-02T15:07:07.572493+00:00,sensor,N/A,False,N/A
sensor.plugs_1_energy,Plugs 1 Energy,23.27,kWh,energy,total,N/A,2025-10-02T15:33:27.945685+00:00,2025-10-02T15:33:27.945685+00:00,sensor,N/A,False,N/A
sensor.plugs_2_energy,Plugs 2 Energy,0.50,kWh,energy,total,N/A,2025-10-02T15:07:48.914041+00:00,2025-10-02T15:07:08.899007+00:00,sensor,N/A,False,N/A
sensor.plugs_3_energy,Plugs 3 Energy,9.10,kWh,energy,total,N/A,2025-10-02T15:30:08.299752+00:00,2025-10-02T15:30:08.299752+00:00,sensor,N/A,False,N/A
sensor.plugs_kas_energy,Plugs Kas Energy,3.09,kWh,energy,total,N/A,2025-10-02T15:30:32.911227+00:00,2025-10-02T15:30:32.911227+00:00,sensor,N/A,False,N/A
sensor.geyser_new_energy,Geyser New Energy,10.75,kWh,energy,total,N/A,2025-10-02T15:07:48.917451+00:00,2025-10-02T15:07:08.903974+00:00,sensor,N/A,False,N/A
sensor.geyser_external_energy,Geyser External Energy,unknown,kWh,energy,total,N/A,2025-10-02T15:07:48.922605+00:00,2025-10-02T15:07:08.905408+00:00,sensor,N/A,False,N/A
sensor.deyeinvertermaster_summary_total_battery_charge_grid,deyeinvertermaster_summary_total_battery_charge_grid,15.980,kWh,energy,total,N/A,2025-10-02T15:07:09.992282+00:00,2025-10-02T15:07:08.906660+00:00,sensor,N/A,False,N/A
sensor.deyeinverterslave_summary_total_battery_charge_grid,deyeinverterslave_summary_total_battery_charge_grid,unavailable,kWh,energy,total,N/A,2025-10-02T15:08:55.311009+00:00,2025-10-02T15:08:55.311009+00:00,sensor,N/A,False,N/A
sensor.deyeinvertermaster_summary_total_pv1_fix,deyeinvertermaster_summary_total_pv1_fix,40.569,kWh,energy,total,N/A,2025-10-02T15:38:25.307800+00:00,2025-10-02T15:38:25.307800+00:00,sensor,N/A,False,N/A
