Entity ID,Friendly Name,State,Unit,Device Class,State Class,Icon,Last Updated,Last Changed,Domain,Integration,Restored,Supported Features
sensor.monthly_geyser_new_power,monthly_geyser_new_power,4359.0,W,power,total_increasing,N/A,2025-10-02T15:07:35.668421+00:00,2025-10-02T15:07:35.668421+00:00,sensor,N/A,False,N/A
sensor.quarterly_geyser_new_power,quarterly_geyser_new_power,4359.0,W,power,total_increasing,N/A,2025-10-02T15:07:35.670718+00:00,2025-10-02T15:07:35.670718+00:00,sensor,N/A,False,N/A
sensor.yearly_geyser_new_power,yearly_geyser_new_power,8474.7,W,power,total_increasing,N/A,2025-10-02T15:07:35.676207+00:00,2025-10-02T15:07:35.676207+00:00,sensor,N/A,False,N/A
sensor.hourly_pool_outbuilding_power,hourly_pool_outbuilding_power,0,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.677945+00:00,2025-10-02T15:07:35.677945+00:00,sensor,N/A,False,N/A
sensor.daily_pool_outbuilding_power,daily_pool_outbuilding_power,0,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.679658+00:00,2025-10-02T15:07:35.679658+00:00,sensor,N/A,False,N/A
sensor.weekly_pool_outbuilding_power,weekly_pool_outbuilding_power,unknown,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.683637+00:00,2025-10-02T15:07:35.683637+00:00,sensor,N/A,False,N/A
sensor.monthly_pool_outbuilding_power,monthly_pool_outbuilding_power,0,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.685572+00:00,2025-10-02T15:07:35.685572+00:00,sensor,N/A,False,N/A
sensor.quarterly_pool_outbuilding_power,quarterly_pool_outbuilding_power,0,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.687470+00:00,2025-10-02T15:07:35.687470+00:00,sensor,N/A,False,N/A
sensor.yearly_pool_outbuilding_power,yearly_pool_outbuilding_power,unknown,N/A,N/A,total_increasing,N/A,2025-10-02T15:07:35.691003+00:00,2025-10-02T15:07:35.691003+00:00,sensor,N/A,False,N/A
sensor.dwains_dashboard_latest_version,Dwains Dashboard Latest version,3.7.0,latest version,N/A,N/A,mdi:alpha-d-box,2025-10-02T15:08:11.774728+00:00,2025-10-02T15:08:11.774728+00:00,sensor,N/A,False,N/A
sensor.ai_provider_status_google,AI Provider Status (Google),connected,N/A,N/A,N/A,mdi:lan-check,2025-10-02T15:07:56.058192+00:00,2025-10-02T15:07:40.147242+00:00,sensor,N/A,False,N/A
sensor.max_input_tokens_google,Max Input Tokens (Google),500,tokens,N/A,measurement,mdi:format-letter-starts-with,2025-10-02T15:07:40.148243+00:00,2025-10-02T15:07:40.148243+00:00,sensor,N/A,False,N/A
sensor.max_output_tokens_google,Max Output Tokens (Google),1048576,tokens,N/A,measurement,mdi:format-letter-ends-with,2025-10-02T15:07:40.149266+00:00,2025-10-02T15:07:40.149266+00:00,sensor,N/A,False,N/A
sensor.ai_model_in_use_google,AI Model In Use (Google),gemini-2.0-flash,N/A,N/A,N/A,mdi:brain,2025-10-02T15:07:40.150932+00:00,2025-10-02T15:07:40.150932+00:00,sensor,N/A,False,N/A
sensor.last_error_message_google,Last Error Message (Google),No Error,N/A,N/A,N/A,mdi:alert-circle-outline,2025-10-02T15:07:40.158205+00:00,2025-10-02T15:07:40.158205+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_detected_activity,SM-G996B Detected activity,still,N/A,enum,N/A,mdi:human-male,2025-10-02T15:07:42.948038+00:00,2025-10-02T15:07:42.948038+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_sleep_confidence,SM-G996B Sleep confidence,21,%,N/A,measurement,mdi:sleep,2025-10-02T15:32:54.218921+00:00,2025-10-02T15:32:54.218921+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_sleep_segment,SM-G996B Sleep segment,27360000.0,ms,duration,N/A,mdi:sleep,2025-10-02T15:07:42.949561+00:00,2025-10-02T15:07:42.949561+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_os_version,SM-G996B OS version,15,N/A,N/A,N/A,mdi:android,2025-10-02T15:07:42.950129+00:00,2025-10-02T15:07:42.950129+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_security_patch,SM-G996B Security patch,2025-08-01,N/A,N/A,N/A,mdi:security,2025-10-02T15:07:42.950654+00:00,2025-10-02T15:07:42.950654+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_current_version,SM-G996B Current version,2025.8.7-full,N/A,N/A,N/A,mdi:android,2025-10-02T15:07:42.952727+00:00,2025-10-02T15:07:42.952727+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_app_rx_gb,SM-G996B App Rx GB,0.1166,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:23:58.389872+00:00,2025-10-02T15:23:58.389872+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_app_tx_gb,SM-G996B App Tx GB,0.303,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:32:54.220417+00:00,2025-10-02T15:32:54.220417+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_app_memory,SM-G996B App memory,0.024,GB,N/A,measurement,mdi:memory,2025-10-02T15:32:54.221098+00:00,2025-10-02T15:32:54.221098+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_app_standby_bucket,SM-G996B App standby bucket,active,N/A,enum,N/A,mdi:android,2025-10-02T15:07:42.980841+00:00,2025-10-02T15:07:42.980841+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_app_importance,SM-G996B App importance,foreground_service,N/A,enum,N/A,mdi:android,2025-10-02T15:07:42.981412+00:00,2025-10-02T15:07:42.981412+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_ringer_mode,SM-G996B Ringer mode,normal,N/A,enum,N/A,mdi:volume-high,2025-10-02T15:07:42.982112+00:00,2025-10-02T15:07:42.982112+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_audio_mode,SM-G996B Audio mode,normal,N/A,enum,N/A,mdi:volume-high,2025-10-02T15:07:42.982769+00:00,2025-10-02T15:07:42.982769+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_alarm,SM-G996B Volume level alarm,11,N/A,N/A,N/A,mdi:alarm,2025-10-02T15:07:42.987055+00:00,2025-10-02T15:07:42.987055+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_call,SM-G996B Volume level call,8,N/A,N/A,N/A,mdi:phone,2025-10-02T15:07:42.987831+00:00,2025-10-02T15:07:42.987831+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_music,SM-G996B Volume level music,9,N/A,N/A,N/A,mdi:music,2025-10-02T15:07:42.988446+00:00,2025-10-02T15:07:42.988446+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_ringer,SM-G996B Volume level ringer,15,N/A,N/A,N/A,mdi:phone-ring,2025-10-02T15:07:42.989053+00:00,2025-10-02T15:07:42.989053+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_notification,SM-G996B Volume level notification,0,N/A,N/A,N/A,mdi:bell-ring,2025-10-02T15:07:42.989569+00:00,2025-10-02T15:07:42.989569+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_system,SM-G996B Volume level system,6,N/A,N/A,N/A,mdi:cellphone-sound,2025-10-02T15:07:42.990113+00:00,2025-10-02T15:07:42.990113+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_dtmf,SM-G996B Volume level DTMF,15,N/A,N/A,N/A,mdi:volume-high,2025-10-02T15:07:42.990714+00:00,2025-10-02T15:07:42.990714+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_volume_level_accessibility,SM-G996B Volume level accessibility,9,N/A,N/A,N/A,mdi:human,2025-10-02T15:07:42.991227+00:00,2025-10-02T15:07:42.991227+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_level,SM-G996B Battery level,28,%,battery,measurement,mdi:battery-20,2025-10-02T15:32:54.221724+00:00,2025-10-02T15:32:54.221724+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_state,SM-G996B Battery state,discharging,N/A,enum,N/A,mdi:battery-minus,2025-10-02T15:07:42.992571+00:00,2025-10-02T15:07:42.992571+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_charger_type,SM-G996B Charger type,none,N/A,enum,N/A,mdi:battery,2025-10-02T15:07:42.993149+00:00,2025-10-02T15:07:42.993149+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_health,SM-G996B Battery health,good,N/A,enum,N/A,mdi:battery-heart-variant,2025-10-02T15:07:42.995317+00:00,2025-10-02T15:07:42.995317+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_temperature,SM-G996B Battery temperature,36.9,°C,temperature,measurement,mdi:battery,2025-10-02T15:32:54.222303+00:00,2025-10-02T15:32:54.222303+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_power,SM-G996B Battery power,0.0,W,power,measurement,mdi:battery-minus,2025-10-02T15:32:54.222900+00:00,2025-10-02T15:21:25.496753+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_remaining_charge_time,SM-G996B Remaining charge time,0,min,duration,N/A,mdi:battery-clock,2025-10-02T15:07:42.997551+00:00,2025-10-02T15:07:42.997551+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_battery_cycle_count,SM-G996B Battery cycle count,0,N/A,N/A,total_increasing,mdi:battery-sync,2025-10-02T15:07:42.998260+00:00,2025-10-02T15:07:42.998260+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_bluetooth_connection,SM-G996B Bluetooth connection,0,connection(s),N/A,measurement,mdi:bluetooth,2025-10-02T15:07:42.998882+00:00,2025-10-02T15:07:42.998882+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_car_name,SM-G996B Car name,unavailable,N/A,N/A,N/A,mdi:car-info,2025-10-02T15:07:42.999610+00:00,2025-10-02T15:07:42.999610+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_car_charging_status,SM-G996B Car charging status,unavailable,N/A,plug,N/A,mdi:ev-station,2025-10-02T15:07:43.003011+00:00,2025-10-02T15:07:43.003011+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_screen_brightness,SM-G996B Screen brightness,38,N/A,N/A,N/A,mdi:brightness-auto,2025-10-02T15:21:25.497475+00:00,2025-10-02T15:21:25.497475+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_screen_off_timeout,SM-G996B Screen off timeout,300000,ms,duration,N/A,mdi:cellphone-off,2025-10-02T15:07:43.004604+00:00,2025-10-02T15:07:43.004604+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_screen_orientation,SM-G996B Screen orientation,portrait,N/A,N/A,N/A,mdi:phone-rotate-portrait,2025-10-02T15:07:43.005196+00:00,2025-10-02T15:07:43.005196+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_screen_rotation,SM-G996B Screen rotation,0,°,N/A,N/A,mdi:screen-rotation,2025-10-02T15:07:43.005789+00:00,2025-10-02T15:07:43.005789+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_do_not_disturb_sensor,SM-G996B Do Not Disturb sensor,off,N/A,enum,N/A,mdi:minus-circle-off,2025-10-02T15:07:43.006332+00:00,2025-10-02T15:07:43.006332+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_accent_color,SM-G996B Accent color,#2F628C,N/A,N/A,N/A,mdi:palette,2025-10-02T15:07:43.006880+00:00,2025-10-02T15:07:43.006880+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_last_reboot,SM-G996B Last reboot,2025-09-24T14:57:45+00:00,N/A,timestamp,N/A,mdi:restart,2025-10-02T15:07:43.007708+00:00,2025-10-02T15:07:43.007708+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_last_update_trigger,SM-G996B Last update trigger,io.homeassistant.companion.android.UPDATE_SENSORS,N/A,N/A,N/A,mdi:update,2025-10-02T15:32:54.235800+00:00,2025-10-02T15:32:54.235800+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_light_sensor,SM-G996B Light sensor,0,lx,illuminance,measurement,mdi:brightness-5,2025-10-02T15:23:58.404286+00:00,2025-10-02T15:23:58.404286+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_public_ip_address,SM-G996B Public IP address,41.112.246.86,N/A,N/A,N/A,mdi:ip,2025-10-02T15:21:18.535767+00:00,2025-10-02T15:21:18.535767+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_network_type,SM-G996B Network type,cellular,N/A,enum,N/A,mdi:signal-cellular-3,2025-10-02T15:07:43.011725+00:00,2025-10-02T15:07:43.011725+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_next_alarm,SM-G996B Next alarm,2025-10-07T04:45:00+00:00,N/A,timestamp,N/A,mdi:alarm,2025-10-02T15:07:43.012324+00:00,2025-10-02T15:07:43.012324+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_last_notification,SM-G996B Last notification,unknown,N/A,N/A,N/A,mdi:bell-ring,2025-10-02T15:07:43.012927+00:00,2025-10-02T15:07:43.012927+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_last_removed_notification,SM-G996B Last removed notification,unknown,N/A,N/A,N/A,mdi:bell-ring,2025-10-02T15:07:43.013406+00:00,2025-10-02T15:07:43.013406+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_active_notification_count,SM-G996B Active notification count,152,notifications,N/A,measurement,mdi:bell-ring,2025-10-02T15:32:54.237689+00:00,2025-10-02T15:32:54.237689+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_media_session,SM-G996B Media session,unavailable,N/A,enum,N/A,mdi:play-circle,2025-10-02T15:07:43.020368+00:00,2025-10-02T15:07:43.020368+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_pressure_sensor,SM-G996B Pressure sensor,851.6,hPa,pressure,measurement,mdi:gauge,2025-10-02T15:32:54.253007+00:00,2025-10-02T15:32:54.253007+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_proximity_sensor,SM-G996B Proximity sensor,far,N/A,N/A,N/A,mdi:leak,2025-10-02T15:07:43.021820+00:00,2025-10-02T15:07:43.021820+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_steps_sensor,SM-G996B Steps sensor,20522,steps,N/A,total_increasing,mdi:walk,2025-10-02T15:07:43.022337+00:00,2025-10-02T15:07:43.022337+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_internal_storage,SM-G996B Internal storage,70,%,N/A,measurement,mdi:harddisk,2025-10-02T15:07:43.022875+00:00,2025-10-02T15:07:43.022875+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_external_storage,SM-G996B External storage,0,%,N/A,measurement,mdi:micro-sd,2025-10-02T15:07:43.023931+00:00,2025-10-02T15:07:43.023931+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_current_time_zone,SM-G996B Current time zone,South Africa Standard Time,N/A,N/A,N/A,mdi:map-clock,2025-10-02T15:07:43.024482+00:00,2025-10-02T15:07:43.024482+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_mobile_rx_gb,SM-G996B Mobile Rx GB,0.653,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:32:54.253743+00:00,2025-10-02T15:32:54.253743+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_mobile_tx_gb,SM-G996B Mobile Tx GB,0.101,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:21:18.538075+00:00,2025-10-02T15:21:18.538075+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_total_rx_gb,SM-G996B Total Rx GB,12.908,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:32:54.254276+00:00,2025-10-02T15:32:54.254276+00:00,sensor,N/A,False,N/A
sensor.sm_g996b_total_tx_gb,SM-G996B Total Tx GB,11.84,GB,N/A,total_increasing,mdi:radio-tower,2025-10-02T15:13:22.145177+00:00,2025-10-02T15:13:22.145177+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw_uptime,HP Color LaserJet MFP M476nw Uptime,2025-09-30T00:08:06+00:00,N/A,timestamp,N/A,N/A,2025-10-02T15:07:43.286768+00:00,2025-10-02T15:07:43.286768+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw_black_cartridge_hp_cf380x,HP Color LaserJet MFP M476nw Black Cartridge HP CF380A,unknown,%,N/A,measurement,N/A,2025-10-02T15:07:43.287536+00:00,2025-10-02T15:07:43.287536+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw_cyan_cartridge_hp_cf381a,HP Color LaserJet MFP M476nw Cyan Cartridge HP CF381A,unknown,%,N/A,measurement,N/A,2025-10-02T15:07:43.288111+00:00,2025-10-02T15:07:43.288111+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw_magenta_cartridge_hp_cf383a,HP Color LaserJet MFP M476nw Magenta Cartridge HP CF383A,unknown,%,N/A,measurement,N/A,2025-10-02T15:07:43.288715+00:00,2025-10-02T15:07:43.288715+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw_yellow_cartridge_hp_cf382a,HP Color LaserJet MFP M476nw Yellow Cartridge HP CF382A,unknown,%,N/A,measurement,N/A,2025-10-02T15:07:43.289240+00:00,2025-10-02T15:07:43.289240+00:00,sensor,N/A,False,N/A
sensor.local_ip,Local IP,192.168.1.30,N/A,N/A,N/A,N/A,2025-10-02T15:07:43.316047+00:00,2025-10-02T15:07:43.316047+00:00,sensor,N/A,False,N/A
sensor.hp_color_laserjet_mfp_m476nw,HP Color LaserJet MFP M476nw,stopped,N/A,enum,N/A,N/A,2025-10-02T15:07:44.928952+00:00,2025-10-02T15:07:44.928952+00:00,sensor,N/A,False,N/A
sensor.speedtest_ping,SpeedTest Ping,17,ms,duration,measurement,N/A,2025-10-02T15:09:35.423140+00:00,2025-10-02T15:09:35.423140+00:00,sensor,Data retrieved from Speedtest.net by Ookla,False,N/A
sensor.speedtest_download,SpeedTest Download,354.17,Mbit/s,data_rate,measurement,N/A,2025-10-02T15:09:35.423940+00:00,2025-10-02T15:09:35.423940+00:00,sensor,Data retrieved from Speedtest.net by Ookla,False,N/A
sensor.speedtest_upload,SpeedTest Upload,300.67,Mbit/s,data_rate,measurement,N/A,2025-10-02T15:09:35.424435+00:00,2025-10-02T15:09:35.424435+00:00,sensor,Data retrieved from Speedtest.net by Ookla,False,N/A
sensor.loadshedding_national_status,Loadshedding National Status,0,N/A,N/A,N/A,mdi:lightning-bolt,2025-10-02T15:07:45.804677+00:00,2025-10-02T15:07:45.804677+00:00,sensor,N/A,False,N/A
sensor.loadshedding_cape_town_status,Loadshedding Cape Town Status,0,N/A,N/A,N/A,mdi:lightning-bolt,2025-10-02T15:07:45.805482+00:00,2025-10-02T15:07:45.805482+00:00,sensor,N/A,False,N/A
sensor.loadshedding_local_status,Loadshedding Local Status,0,N/A,N/A,N/A,mdi:home-lightning-bolt,2025-10-02T15:07:45.807228+00:00,2025-10-02T15:07:45.807228+00:00,sensor,N/A,False,N/A
sensor.loadshedding_api_quota,Loadshedding API Quota,26,N/A,N/A,N/A,mdi:cloud-percent,2025-10-02T15:07:45.807832+00:00,2025-10-02T15:07:45.807832+00:00,sensor,N/A,False,N/A
sensor.openweathermap_weather,OpenWeatherMap Weather,clear sky,N/A,N/A,N/A,N/A,2025-10-02T15:07:45.838359+00:00,2025-10-02T15:07:45.838359+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_dew_point,OpenWeatherMap Dew Point,10.91,°C,temperature,measurement,N/A,2025-10-02T15:37:48.867819+00:00,2025-10-02T15:37:48.867819+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_temperature,OpenWeatherMap Temperature,26.81,°C,temperature,measurement,N/A,2025-10-02T15:37:48.868338+00:00,2025-10-02T15:37:48.868338+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_feels_like_temperature,OpenWeatherMap Feels like temperature,26.59,°C,temperature,measurement,N/A,2025-10-02T15:27:47.927997+00:00,2025-10-02T15:27:47.927997+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_wind_speed,OpenWeatherMap Wind speed,14.796,km/h,wind_speed,measurement,N/A,2025-10-02T15:37:48.868749+00:00,2025-10-02T15:37:48.868749+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_wind_gust,OpenWeatherMap Wind gust,17.316,km/h,wind_speed,measurement,N/A,2025-10-02T15:37:48.869026+00:00,2025-10-02T15:37:48.869026+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_wind_bearing,OpenWeatherMap Wind bearing,294,°,wind_direction,measurement_angle,N/A,2025-10-02T15:37:48.869298+00:00,2025-10-02T15:37:48.869298+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_humidity,OpenWeatherMap Humidity,37,%,humidity,measurement,N/A,2025-10-02T15:37:48.869597+00:00,2025-10-02T15:37:48.869597+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_pressure,OpenWeatherMap Pressure,1013,hPa,pressure,measurement,N/A,2025-10-02T15:37:48.869864+00:00,2025-10-02T15:37:48.869864+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_cloud_coverage,OpenWeatherMap Cloud coverage,3,%,N/A,measurement,N/A,2025-10-02T15:37:48.870115+00:00,2025-10-02T15:37:48.870115+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_rain,OpenWeatherMap Rain,0,mm/h,precipitation_intensity,measurement,N/A,2025-10-02T15:07:45.878866+00:00,2025-10-02T15:07:45.878866+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_snow,OpenWeatherMap Snow,0,mm/h,precipitation_intensity,measurement,N/A,2025-10-02T15:07:45.879555+00:00,2025-10-02T15:07:45.879555+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_precipitation_kind,OpenWeatherMap Precipitation kind,None,N/A,N/A,N/A,N/A,2025-10-02T15:07:45.880079+00:00,2025-10-02T15:07:45.880079+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_uv_index,OpenWeatherMap UV Index,0,UV index,N/A,measurement,N/A,2025-10-02T15:37:48.870624+00:00,2025-10-02T15:37:48.870624+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_visibility,OpenWeatherMap Visibility,10000,m,distance,measurement,N/A,2025-10-02T15:07:45.891398+00:00,2025-10-02T15:07:45.891398+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_condition,OpenWeatherMap Condition,sunny,N/A,N/A,N/A,N/A,2025-10-02T15:07:45.892192+00:00,2025-10-02T15:07:45.892192+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.openweathermap_weather_code,OpenWeatherMap Weather Code,800,N/A,N/A,N/A,N/A,2025-10-02T15:07:45.892736+00:00,2025-10-02T15:07:45.892736+00:00,sensor,Data provided by OpenWeatherMap,False,N/A
sensor.adguard_home_dns_queries,AdGuard Home DNS queries,0,queries,N/A,N/A,N/A,2025-10-02T15:07:46.658457+00:00,2025-10-02T15:07:46.658457+00:00,sensor,N/A,False,N/A
sensor.adguard_home_dns_queries_blocked,AdGuard Home DNS queries blocked,0,queries,N/A,N/A,N/A,2025-10-02T15:07:46.661541+00:00,2025-10-02T15:07:46.661541+00:00,sensor,N/A,False,N/A
sensor.adguard_home_dns_queries_blocked_ratio,AdGuard Home DNS queries blocked ratio,0.00,%,N/A,N/A,N/A,2025-10-02T15:07:46.662636+00:00,2025-10-02T15:07:46.662636+00:00,sensor,N/A,False,N/A
sensor.adguard_home_parental_control_blocked,AdGuard Home Parental control blocked,0,requests,N/A,N/A,N/A,2025-10-02T15:07:46.666886+00:00,2025-10-02T15:07:46.666886+00:00,sensor,N/A,False,N/A
sensor.birth_johan_barkhuizen_birthday,Johan Barkhuizen Birthday,193,Days,N/A,N/A,mdi:calendar-blank,2025-10-02T15:07:46.690202+00:00,2025-10-02T15:07:46.690202+00:00,sensor,Sensor data calculated by Anniversaries Integration,False,N/A
sensor.anniversary_linandi_s_birthday,Linandi's Birthday,188,Days,N/A,N/A,mdi:calendar-blank,2025-10-02T15:07:46.722934+00:00,2025-10-02T15:07:46.722934+00:00,sensor,Sensor data calculated by Anniversaries Integration,False,N/A
sensor.anniversary_enrico_birthday,Enrico Birthday,2,Days,N/A,N/A,mdi:calendar-blank,2025-10-02T15:07:46.728961+00:00,2025-10-02T15:07:46.728961+00:00,sensor,Sensor data calculated by Anniversaries Integration,False,N/A
sensor.anniversary_charlize_birthday,Charlize Birthday,303,Days,N/A,N/A,mdi:calendar-blank,2025-10-02T15:07:46.733105+00:00,2025-10-02T15:07:46.733105+00:00,sensor,Sensor data calculated by Anniversaries Integration,False,N/A
sensor.dir_825_data_received,DIR-825 Data received,1388,B,data_size,total_increasing,N/A,2025-10-02T15:38:46.996758+00:00,2025-10-02T15:38:46.996758+00:00,sensor,N/A,False,N/A
sensor.dir_825_data_sent,DIR-825 Data sent,0,B,data_size,total_increasing,N/A,2025-10-02T15:07:46.750659+00:00,2025-10-02T15:07:46.750659+00:00,sensor,N/A,False,N/A
sensor.dir_825_packets_received,DIR-825 Packets received,0,packets,N/A,total_increasing,N/A,2025-10-02T15:07:46.751228+00:00,2025-10-02T15:07:46.751228+00:00,sensor,N/A,False,N/A
sensor.dir_825_packets_sent,DIR-825 Packets sent,0,packets,N/A,total_increasing,N/A,2025-10-02T15:07:46.753943+00:00,2025-10-02T15:07:46.753943+00:00,sensor,N/A,False,N/A
sensor.dir_825_external_ip,DIR-825 External IP,0.0.0.0,N/A,N/A,N/A,N/A,2025-10-02T15:07:46.760237+00:00,2025-10-02T15:07:46.760237+00:00,sensor,N/A,False,N/A
sensor.dir_825_uptime,DIR-825 Uptime,105255,s,duration,N/A,N/A,2025-10-02T15:38:46.997641+00:00,2025-10-02T15:38:46.997641+00:00,sensor,N/A,False,N/A
sensor.dir_825_wan_status,DIR-825 WAN status,Disconnected,N/A,N/A,N/A,N/A,2025-10-02T15:07:46.761895+00:00,2025-10-02T15:07:46.761895+00:00,sensor,N/A,False,N/A
sensor.dir_825_download_speed,DIR-825 Download speed,0.0451825974022424,KiB/s,data_rate,measurement,N/A,2025-10-02T15:38:46.998054+00:00,2025-10-02T15:38:46.998054+00:00,sensor,N/A,False,N/A
sensor.dir_825_upload_speed,DIR-825 Upload speed,0.0,KiB/s,data_rate,measurement,N/A,2025-10-02T15:08:17.029989+00:00,2025-10-02T15:08:17.029989+00:00,sensor,N/A,False,N/A
sensor.dir_825_packet_download_speed,DIR-825 Packet download speed,0.0,packets/s,N/A,measurement,N/A,2025-10-02T15:08:17.030138+00:00,2025-10-02T15:08:17.030138+00:00,sensor,N/A,False,N/A
sensor.dir_825_packet_upload_speed,DIR-825 Packet upload speed,0.0,packets/s,N/A,measurement,N/A,2025-10-02T15:08:17.030266+00:00,2025-10-02T15:08:17.030266+00:00,sensor,N/A,False,N/A
sensor.energy_production_today,Solar production forecast Estimated energy production - today,0.004,kWh,energy,N/A,N/A,2025-10-02T15:07:46.801980+00:00,2025-10-02T15:07:46.801980+00:00,sensor,N/A,False,N/A
sensor.energy_production_today_remaining,Solar production forecast Estimated energy production - remaining today,0.0,kWh,energy,N/A,N/A,2025-10-02T15:07:46.803023+00:00,2025-10-02T15:07:46.803023+00:00,sensor,N/A,False,N/A
sensor.energy_production_tomorrow,Solar production forecast Estimated energy production - tomorrow,0.0,kWh,energy,N/A,N/A,2025-10-02T15:07:46.803772+00:00,2025-10-02T15:07:46.803772+00:00,sensor,N/A,False,N/A
